question_id,set_id,question_no,section,question_type,passage_id,prompt,question_text_ja,option_A,option_B,option_C,option_D,option_A_ja,option_B_ja,option_C_ja,option_D_ja,correct_option,correct_answer_text,correct_answer_text_ja,explanation_ja,vocabulary_notes_ja,difficulty,skill_tag,weak_point_tag,target_vocab,source_style
SET02-Q13,SET02,13,对话完成,dialogue_completion,,"A: Why are you carrying so many boxes?
B: I’m moving to a new apartment tomorrow.
A: Do you need any help?
B: (____)","次の会話を完成させなさい。
A： Why are you carrying so many boxes?
B： I’m moving to a new apartment tomorrow.
A： Do you need any help?
B： （　）",Thanks. Could you carry this small one?,The concert was canceled.,"No, my cat is sleeping.","Yes, I watched it yesterday.",Thanks. Could you carry this small one?,The concert was canceled.,"No, my cat is sleeping.","Yes, I watched it yesterday.",A,Thanks. Could you carry this small one?,Thanks. Could you carry this small one?,会話の流れに合う返事は「Thanks. Could you carry this small one?」です。前の発言をよく読むと、自然につながる内容を選べます。,"会話表現：相手の質問や依頼に合う自然な返事を選ぶ。
correct answer = Thanks. Could you carry this small one?（Thanks. Could you carry this small one?）",EIKEN_Pre2,daily life,conversation,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET02-Q14,SET02,14,对话完成,dialogue_completion,,"A: Your speech was very clear.
B: Thank you. I practiced a lot.
A: Are you going to join the next contest?
B: (____)","次の会話を完成させなさい。
A： Your speech was very clear.
B： Thank you. I practiced a lot.
A： Are you going to join the next contest?
B： （　）",I cooked curry last night.,"No, this bag is too heavy.",The room is on the third floor.,I think so. I want to try again.,I cooked curry last night.,"No, this bag is too heavy.",The room is on the third floor.,I think so. I want to try again.,D,I think so. I want to try again.,I think so. I want to try again.,会話の流れに合う返事は「I think so. I want to try again.」です。前の発言をよく読むと、自然につながる内容を選べます。,"会話表現：相手の質問や依頼に合う自然な返事を選ぶ。
correct answer = I think so. I want to try again.（I think so. I want to try again.）",EIKEN_Pre2,school,conversation,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET02-Q15,SET02,15,对话完成,dialogue_completion,,"A: Excuse me. I lost my train ticket.
B: Do you remember where you bought it?
A: Yes, at the machine near Gate 2.
B: (____)","次の会話を完成させなさい。
A： Excuse me. I lost my train ticket.
B： Do you remember where you bought it?
A： Yes, at the machine near Gate 2.
B： （　）",I ate lunch already.,I want to buy a new bicycle.,The movie starts at seven.,Please go to the station office over there.,I ate lunch already.,I want to buy a new bicycle.,The movie starts at seven.,Please go to the station office over there.,D,Please go to the station office over there.,Please go to the station office over there.,会話の流れに合う返事は「Please go to the station office over there.」です。前の発言をよく読むと、自然につながる内容を選べます。,"会話表現：相手の質問や依頼に合う自然な返事を選ぶ。
correct answer = Please go to the station office over there.（Please go to the station office over there.）",EIKEN_Pre2,lost item,conversation,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET02-Q16,SET02,16,阅读理解,reading_comprehension,SET02-P01,What will the group clean?,本文の内容に合う答えを選びなさい：何 will the group clean?,Sunrise Beach.,A mountain trail.,A school garden.,A shopping street.,Sunrise Beach.,A mountain trail.,A school garden.,A shopping street.,A,Sunrise Beach.,Sunrise Beach.,本文の内容に合う答えは「Sunrise Beach.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = Sunrise Beach.（Sunrise Beach.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET02-Q17,SET02,17,阅读理解,reading_comprehension,SET02-P01,What did they find last month?,本文の内容に合う答えを選びなさい：何 did they find last month?,A lost dog.,Old coins.,Broken bicycles.,Many plastic bags.,A lost dog.,Old coins.,Broken bicycles.,Many plastic bags.,D,Many plastic bags.,Many plastic bags.,本文の内容に合う答えは「Many plastic bags.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = Many plastic bags.（Many plastic bags.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET02-Q18,SET02,18,阅读理解,reading_comprehension,SET02-P01,When will the work finish?,本文の内容に合う答えを選びなさい：いつ will the work finish?,After dinner.,At 6 p.m.,Next Monday.,Before noon.,After dinner.,At 6 p.m.,Next Monday.,Before noon.,D,Before noon.,Before noon.,本文の内容に合う答えは「Before noon.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = Before noon.（Before noon.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET02-Q19,SET02,19,阅读理解,reading_comprehension,SET02-P02,What kind of club is looking for new members?,本文の内容に合う答えを選びなさい：何 kind of club is looking for new members?,The tennis club.,The cooking club.,The computer club.,The drama club.,The tennis club.,The cooking club.,The computer club.,The drama club.,D,The drama club.,The drama club.,本文の内容に合う答えは「The drama club.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = The drama club.（The drama club.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET02-Q20,SET02,20,阅读理解,reading_comprehension,SET02-P02,What does Lily say students do not need?,本文の内容に合う答えを選びなさい：何 does Lily say students do not need?,A music room.,Their parents’ help.,Acting experience.,A camera.,A music room.,Their parents’ help.,Acting experience.,カメラ。,C,Acting experience.,Acting experience.,本文の内容に合う答えは「Acting experience.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = Acting experience.（Acting experience.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET02-Q21,SET02,21,阅读理解,reading_comprehension,SET02-P02,When will the first meeting be?,本文の内容に合う答えを選びなさい：いつ will the first meeting be?,On Saturday night.,During lunch today.,On Monday morning.,On Tuesday after school.,On Saturday night.,During lunch today.,On Monday morning.,On Tuesday after school.,D,On Tuesday after school.,On Tuesday after school.,本文の内容に合う答えは「On Tuesday after school.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = On Tuesday after school.（On Tuesday after school.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET02-Q22,SET02,22,阅读理解,reading_comprehension,SET02-P03,What did students check first?,本文の内容に合う答えを選びなさい：何 did students check first?,How fast students ran.,How much water was used.,How old the building was.,How many books were lost.,How fast students ran.,How much water was used.,How old the building was.,How many books were lost.,B,How much water was used.,How much water was used.,本文の内容に合う答えは「How much water was used.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = How much water was used.（How much water was used.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
SET02-Q23,SET02,23,阅读理解,reading_comprehension,SET02-P03,What did the posters ask people to do?,本文の内容に合う答えを選びなさい：何 did the posters ask people to do?,Open windows.,Buy new bags.,Eat lunch outside.,Turn off taps carefully.,Open windows.,Buy new bags.,Eat lunch outside.,Turn off taps carefully.,D,Turn off taps carefully.,Turn off taps carefully.,本文の内容に合う答えは「Turn off taps carefully.」です。質問文のキーワードと同じ情報を本文から探すと、正解にたどり着けます。,"読解ポイント：質問の Who / What / Where / When / Why に注目する。
correct answer = Turn off taps carefully.（Turn off taps carefully.）",EIKEN_Pre2,reading_detail,reading,,Original item modeled on uploaded EIKEN Grade Pre-2 format; not a copied past exam question.
