set_no,set_title,question_no_in_set,global_question_id,question_type,question_text,choice_1,choice_2,choice_3,choice_4,correct_choice_no,correct_answer,explanation_cn,target_word,part_of_speech,jp_meaning,cn_meaning,collocation,source_basis,child_answer,auto_result_formula,attempt_count,wrong_count,error_rate_formula,last_practiced_date,last_wrong_date,status,notes
27,EIKEN Pre-2 Practice Set 27,10,270,短文空所補充,"David wanted to buy a present for his mother. He did not have much money, so he made a photo album by himself. He put family pictures and short messages in it. His mother was very happy because the present was full of memories.

(Blank) David made a photo album because _____.",the store was very noisy,his mother disliked pictures,he did not have much money,he lost all family photos,3,he did not have much money,因为钱不多，所以自己做相册。,,,,,,generated_from_pre2_pattern,,"=IF(T271="""","""",IF(T271=K271,""○"",""×""))",0,0,"=IF(V271=0,"""",W271/V271)",,,未练习,
28,EIKEN Pre-2 Practice Set 28,1,271,词汇・熟语四选一,The temperature was five _____ below zero.,plastic,passenger,emotion,degree,4,degree,正确答案是 degree，意思是：度数；程度。例句考查：degrees below zero。,degree,名词,度、程度,度数；程度,degrees below zero,uploaded_vocab_database,,"=IF(T272="""","""",IF(T272=K272,""○"",""×""))",0,0,"=IF(V272=0,"""",W272/V272)",,,未练习,
28,EIKEN Pre-2 Practice Set 28,2,272,词汇・熟语四选一,I went to the _____ yesterday.,dentist,ceremony,space,temperature,1,dentist,正确答案是 dentist，意思是：牙医。例句考查：go to the dentist。,dentist,名词,歯科医,牙医,go to the dentist,uploaded_vocab_database,,"=IF(T273="""","""",IF(T273=K273,""○"",""×""))",0,0,"=IF(V273=0,"""",W273/V273)",,,未练习,
28,EIKEN Pre-2 Practice Set 28,3,273,词汇・熟语四选一,She works in the sales _____.,homestay,department,housework,puppet,2,department,正确答案是 department，意思是：部门；学部；卖场。例句考查：sales department。,department,名词,部、学部、売場,部门；学部；卖场,sales department,uploaded_vocab_database,,"=IF(T274="""","""",IF(T274=K274,""○"",""×""))",0,0,"=IF(V274=0,"""",W274/V274)",,,未练习,
28,EIKEN Pre-2 Practice Set 28,4,274,词汇・熟语四选一,Very few plants grow in the _____.,citizen,result,desert,factory,3,desert,正确答案是 desert，意思是：沙漠；荒野。例句考查：grow in the desert。,desert,名词,砂漠、荒れ野,沙漠；荒野,grow in the desert,uploaded_vocab_database,,"=IF(T275="""","""",IF(T275=K275,""○"",""×""))",0,0,"=IF(V275=0,"""",W275/V275)",,,未练习,
28,EIKEN Pre-2 Practice Set 28,5,275,词汇・熟语四选一,We had ice cream for _____.,dessert,puppet,butterfly,war,1,dessert,正确答案是 dessert，意思是：甜点。例句考查：have dessert。,dessert,名词,デザート,甜点,have dessert,uploaded_vocab_database,,"=IF(T276="""","""",IF(T276=K276,""○"",""×""))",0,0,"=IF(V276=0,"""",W276/V276)",,,未练习,
28,EIKEN Pre-2 Practice Set 28,6,276,会话补全,"A: May I use your dictionary for a minute?
B: Sure. _____
A: Thanks. I'll give it back soon.",That's too far.,Here you are.,It sounds dangerous.,I missed the train.,2,Here you are.,借东西时递给对方用 Here you are。,,,,,,generated_from_pre2_pattern,,"=IF(T277="""","""",IF(T277=K277,""○"",""×""))",0,0,"=IF(V277=0,"""",W277/V277)",,,未练习,
28,EIKEN Pre-2 Practice Set 28,7,277,会话补全,"A: I'm sorry I'm late. The bus was crowded.
B: That's all right. _____
A: Good. Let's start our homework.",This cake tastes sweet.,I have never seen a bus.,We still have enough time.,The weather was very hot.,3,We still have enough time.,对方迟到时，说明还有时间，符合上下文。,,,,,,generated_from_pre2_pattern,,"=IF(T278="""","""",IF(T278=K278,""○"",""×""))",0,0,"=IF(V278=0,"""",W278/V278)",,,未练习,
28,EIKEN Pre-2 Practice Set 28,8,278,语句补全・语法,Could you tell me _____ the nearest station is?,who,whose,where,what,3,where,间接疑问句询问地点用 where。,,,,,,generated_from_pre2_pattern,,"=IF(T279="""","""",IF(T279=K279,""○"",""×""))",0,0,"=IF(V279=0,"""",W279/V279)",,,未练习,
28,EIKEN Pre-2 Practice Set 28,9,279,语句补全・语法,There are many things _____ we can do to help the environment.,who,where,when,that,4,that,things 作先行词时可用 that。,,,,,,generated_from_pre2_pattern,,"=IF(T280="""","""",IF(T280=K280,""○"",""×""))",0,0,"=IF(V280=0,"""",W280/V280)",,,未练习,
28,EIKEN Pre-2 Practice Set 28,10,280,短文空所補充,"Sara's class visited a science museum. The guide showed them a robot that could answer simple questions. Sara asked the robot about space, and it gave a short answer. She thought technology was interesting and decided to read more about robots.

(Blank) Sara became interested in robots after _____.",forgetting her notebook,cooking dinner at home,visiting the science museum,playing soccer outside,3,visiting the science museum,参观科学博物馆后，她对机器人感兴趣。,,,,,,generated_from_pre2_pattern,,"=IF(T281="""","""",IF(T281=K281,""○"",""×""))",0,0,"=IF(V281=0,"""",W281/V281)",,,未练习,
29,EIKEN Pre-2 Practice Set 29,1,281,词汇・熟语四选一,Please check the _____ of the meeting.,audience,method,detail,century,3,detail,正确答案是 detail，意思是：细节；详细内容。例句考查：details of the meeting。,detail,名词,詳細、細部,细节；详细内容,details of the meeting,uploaded_vocab_database,,"=IF(T282="""","""",IF(T282=K282,""○"",""×""))",0,0,"=IF(V282=0,"""",W282/V282)",,,未练习,
29,EIKEN Pre-2 Practice Set 29,2,282,词汇・熟语四选一,My son is interested in _____.,grade,dinosaur,rest,boss,2,dinosaur,正确答案是 dinosaur，意思是：恐龙。例句考查：be interested in dinosaurs。,dinosaur,名词,恐竜,恐龙,be interested in dinosaurs,uploaded_vocab_database,,"=IF(T283="""","""",IF(T283=K283,""○"",""×""))",0,0,"=IF(V283=0,"""",W283/V283)",,,未练习,
29,EIKEN Pre-2 Practice Set 29,3,283,词汇・熟语四选一,The _____ explained the plan clearly.,director,grandparent,while,price,1,director,正确答案是 director，意思是：导演；主管。例句考查：an assistant director。,director,名词,監督、管理者,导演；主管,an assistant director,uploaded_vocab_database,,"=IF(T284="""","""",IF(T284=K284,""○"",""×""))",0,0,"=IF(V284=0,"""",W284/V284)",,,未练习,
29,EIKEN Pre-2 Practice Set 29,4,284,词汇・熟语四选一,The flood was a natural _____.,flight,disaster,honey,drugstore,2,disaster,正确答案是 disaster，意思是：灾害；不幸。例句考查：a natural disaster。,disaster,名词,災害、不幸,灾害；不幸,a natural disaster,uploaded_vocab_database,,"=IF(T285="""","""",IF(T285=K285,""○"",""×""))",0,0,"=IF(V285=0,"""",W285/V285)",,,未练习,
29,EIKEN Pre-2 Practice Set 29,5,285,词汇・熟语四选一,The _____ of a new planet surprised everyone.,miniature,meal,discovery,fact,3,discovery,正确答案是 discovery，意思是：发现。例句考查：the discovery of。,discovery,名词,発見,发现,the discovery of,uploaded_vocab_database,,"=IF(T286="""","""",IF(T286=K286,""○"",""×""))",0,0,"=IF(V286=0,"""",W286/V286)",,,未练习,
29,EIKEN Pre-2 Practice Set 29,6,286,会话补全,"A: I got a new bike yesterday.
B: Really? _____
A: Blue. It's my favorite color.",Why did you open the window?,What color is it?,When is the test?,How old is your sister?,2,What color is it?,回答是Blue，所以问题应问颜色。,,,,,,generated_from_pre2_pattern,,"=IF(T287="""","""",IF(T287=K287,""○"",""×""))",0,0,"=IF(V287=0,"""",W287/V287)",,,未练习,
29,EIKEN Pre-2 Practice Set 29,7,287,会话补全,"A: Do you want to watch a movie tonight?
B: I'd like to, but I have a lot of homework.
A: _____
B: Good idea. Let's watch one this weekend.",This movie started yesterday.,How about watching one on Saturday?,I bought some vegetables.,You should stop studying forever.,2,How about watching one on Saturday?,今天不行，所以提议周六看最自然。,,,,,,generated_from_pre2_pattern,,"=IF(T288="""","""",IF(T288=K288,""○"",""×""))",0,0,"=IF(V288=0,"""",W288/V288)",,,未练习,
29,EIKEN Pre-2 Practice Set 29,8,288,语句补全・语法,I was surprised _____ the news.,with,for,to,at,4,at,be surprised at 表示'对……感到惊讶'。,,,,,,generated_from_pre2_pattern,,"=IF(T289="""","""",IF(T289=K289,""○"",""×""))",0,0,"=IF(V289=0,"""",W289/V289)",,,未练习,
29,EIKEN Pre-2 Practice Set 29,9,289,语句补全・语法,She asked me _____ I liked Japanese food.,if,where,who,what,1,if,asked me if... 表示'问我是否……'。,,,,,,generated_from_pre2_pattern,,"=IF(T290="""","""",IF(T290=K290,""○"",""×""))",0,0,"=IF(V290=0,"""",W290/V290)",,,未练习,
29,EIKEN Pre-2 Practice Set 29,10,290,短文空所補充,"Hiro and his friends planned a picnic. On Friday night, the weather report said it would rain on Saturday. They changed the plan and had lunch at Hiro's house instead. They played games and enjoyed the day, even though they could not go to the park.

(Blank) They had lunch at Hiro's house because _____.",the park was too beautiful,it was going to rain,Hiro lost his shoes,they wanted to ride bikes,2,it was going to rain,天气预报说会下雨，所以改在家里。,,,,,,generated_from_pre2_pattern,,"=IF(T291="""","""",IF(T291=K291,""○"",""×""))",0,0,"=IF(V291=0,"""",W291/V291)",,,未练习,
30,EIKEN Pre-2 Practice Set 30,1,291,词汇・熟语四选一,What is the _____ from here to Tokyo?,novel,plastic,distance,data,3,distance,正确答案是 distance，意思是：距离。例句考查：the distance from A to B。,distance,名词,距離,距离,the distance from A to B,uploaded_vocab_database,,"=IF(T292="""","""",IF(T292=K292,""○"",""×""))",0,0,"=IF(V292=0,"""",W292/V292)",,,未练习,
30,EIKEN Pre-2 Practice Set 30,2,292,词汇・熟语四选一,I bought medicine at the _____.,vehicle,drugstore,corporation,technique,2,drugstore,正确答案是 drugstore，意思是：药妆店；药店。例句考查：a drugstore clerk。,drugstore,名词,ドラッグストア,药妆店；药店,a drugstore clerk,uploaded_vocab_database,,"=IF(T293="""","""",IF(T293=K293,""○"",""×""))",0,0,"=IF(V293=0,"""",W293/V293)",,,未练习,
30,EIKEN Pre-2 Practice Set 30,3,293,词汇・熟语四选一,A strong _____ shook the town.,earthquake,sunlight,image,capital,1,earthquake,正确答案是 earthquake，意思是：地震。例句考查：a severe earthquake。,earthquake,名词,地震,地震,a severe earthquake,uploaded_vocab_database,,"=IF(T294="""","""",IF(T294=K294,""○"",""×""))",0,0,"=IF(V294=0,"""",W294/V294)",,,未练习,
30,EIKEN Pre-2 Practice Set 30,4,294,词汇・熟语四选一,You should make an _____ every day.,crocodile,decision,couple,effort,4,effort,正确答案是 effort，意思是：努力。例句考查：make an effort。,effort,名词,努力,努力,make an effort,uploaded_vocab_database,,"=IF(T295="""","""",IF(T295=K295,""○"",""×""))",0,0,"=IF(V295=0,"""",W295/V295)",,,未练习,
30,EIKEN Pre-2 Practice Set 30,5,295,词汇・熟语四选一,The company hired a new _____.,aquarium,department,employee,row,3,employee,正确答案是 employee，意思是：员工。例句考查：fire an employee。,employee,名词,従業員,员工,fire an employee,uploaded_vocab_database,,"=IF(T296="""","""",IF(T296=K296,""○"",""×""))",0,0,"=IF(V296=0,"""",W296/V296)",,,未练习,
30,EIKEN Pre-2 Practice Set 30,6,296,会话补全,"A: This box is too heavy for me.
B: _____
A: Thank you. That's very kind of you.",I read that book twice.,It is raining outside.,I'll help you carry it.,I want to buy a ticket.,3,I'll help you carry it.,对方搬不动箱子时，提出帮忙搬。,,,,,,generated_from_pre2_pattern,,"=IF(T297="""","""",IF(T297=K297,""○"",""×""))",0,0,"=IF(V297=0,"""",W297/V297)",,,未练习,
30,EIKEN Pre-2 Practice Set 30,7,297,会话补全,"A: What should we give Ms. Green for her birthday?
B: _____ She loves flowers.
A: Great idea.",I don't know her name.,The room is too cold.,Let's cancel the party.,How about some flowers?,4,How about some flowers?,后面说她喜欢花，所以提议送花。,,,,,,generated_from_pre2_pattern,,"=IF(T298="""","""",IF(T298=K298,""○"",""×""))",0,0,"=IF(V298=0,"""",W298/V298)",,,未练习,
30,EIKEN Pre-2 Practice Set 30,8,298,语句补全・语法,The boy _____ under the tree is my friend.,to stand,standing,stand,stood,2,standing,现在分词短语作后置修饰。,,,,,,generated_from_pre2_pattern,,"=IF(T299="""","""",IF(T299=K299,""○"",""×""))",0,0,"=IF(V299=0,"""",W299/V299)",,,未练习,
30,EIKEN Pre-2 Practice Set 30,9,299,语句补全・语法,You should finish your homework before _____ outside.,going,go,went,to go,1,going,介词 before 后接动名词。,,,,,,generated_from_pre2_pattern,,"=IF(T300="""","""",IF(T300=K300,""○"",""×""))",0,0,"=IF(V300=0,"""",W300/V300)",,,未练习,
30,EIKEN Pre-2 Practice Set 30,10,300,短文空所補充,"Nina often forgot new English words after learning them. Her teacher told her to use each word in a sentence. Nina started writing three sentences every day. Soon, she remembered words more easily because she used them many times.

(Blank) Nina remembered words more easily by _____.",sleeping in class,using them in sentences,reading no English,throwing away her notebook,2,using them in sentences,把单词用于句子中，能帮助记忆。,,,,,,generated_from_pre2_pattern,,"=IF(T301="""","""",IF(T301=K301,""○"",""×""))",0,0,"=IF(V301=0,"""",W301/V301)",,,未练习,
31,EIKEN Pre-2 Practice Set 31,1,301,词汇・熟语四选一,The park offers _____ for children.,entertainment,vegetable,explanation,exhibition,1,entertainment,正确答案是 entertainment，意思是：娱乐；表演；招待。例句考查：entertainment for children。,entertainment,名词,娯楽、催し物、もてなし,娱乐；表演；招待,entertainment for children,uploaded_vocab_database,,"=IF(T302="""","""",IF(T302=K302,""○"",""×""))",0,0,"=IF(V302=0,"""",W302/V302)",,,未练习,
31,EIKEN Pre-2 Practice Set 31,2,302,词汇・熟语四选一,We must protect the _____.,rest,nature,environment,secret,3,environment,正确答案是 environment，意思是：环境。例句考查：protect the environment。,environment,名词,環境,环境,protect the environment,uploaded_vocab_database,,"=IF(T303="""","""",IF(T303=K303,""○"",""×""))",0,0,"=IF(V303=0,"""",W303/V303)",,,未练习,
31,EIKEN Pre-2 Practice Set 31,3,303,词汇・熟语四选一,The school _____ will be held tomorrow.,product,puppy,enemy,event,4,event,正确答案是 event，意思是：事件；活动。例句考查：world events。,event,名词,出来事、行事,事件；活动,world events,uploaded_vocab_database,,"=IF(T304="""","""",IF(T304=K304,""○"",""×""))",0,0,"=IF(V304=0,"""",W304/V304)",,,未练习,
31,EIKEN Pre-2 Practice Set 31,4,304,词汇・熟语四选一,He made an _____ for being late.,space,community,cloth,excuse,4,excuse,正确答案是 excuse，意思是：借口；辩解。例句考查：make an excuse。,excuse,名词,言い訳、弁解,借口；辩解,make an excuse,uploaded_vocab_database,,"=IF(T305="""","""",IF(T305=K305,""○"",""×""))",0,0,"=IF(V305=0,"""",W305/V305)",,,未练习,
31,EIKEN Pre-2 Practice Set 31,5,305,词汇・熟语四选一,She has _____ in teaching children.,effect,organization,environment,experience,4,experience,正确答案是 experience，意思是：经验；经历。例句考查：have experience in。,experience,名词,経験,经验；经历,have experience in,uploaded_vocab_database,,"=IF(T306="""","""",IF(T306=K306,""○"",""×""))",0,0,"=IF(V306=0,"""",W306/V306)",,,未练习,
31,EIKEN Pre-2 Practice Set 31,6,306,会话补全,"A: I'm going to the library after school. Do you want to come with me?
B: Sorry, I can't. I have to help my mother cook dinner.
A: That's OK. _____
B: Maybe tomorrow.",The library is closed.,I'll ask you again later.,I don't like cooking.,You should buy a book.,2,I'll ask you again later.,对方今天不能去，所以'下次再问你'最自然。,,,,,,generated_from_pre2_pattern,,"=IF(T307="""","""",IF(T307=K307,""○"",""×""))",0,0,"=IF(V307=0,"""",W307/V307)",,,未练习,
31,EIKEN Pre-2 Practice Set 31,7,307,会话补全,"A: Excuse me. Could you tell me how to get to the station?
B: Sure. Go straight and turn right at the next corner.
A: Thank you. Is it far from here?
B: No, _____",I prefer trains to buses.,I lost my ticket yesterday.,you should practice more.,it takes about five minutes on foot.,4,it takes about five minutes on foot.,回答距离远近时，用步行大约几分钟很自然。,,,,,,generated_from_pre2_pattern,,"=IF(T308="""","""",IF(T308=K308,""○"",""×""))",0,0,"=IF(V308=0,"""",W308/V308)",,,未练习,
31,EIKEN Pre-2 Practice Set 31,8,308,语句补全・语法,"Mike was very tired, but he continued _____ for the English test.",studied,study,studying,to studying,3,studying,continue doing 表示'继续做某事'。,,,,,,generated_from_pre2_pattern,,"=IF(T309="""","""",IF(T309=K309,""○"",""×""))",0,0,"=IF(V309=0,"""",W309/V309)",,,未练习,
31,EIKEN Pre-2 Practice Set 31,9,309,语句补全・语法,My parents don't allow me _____ video games before finishing homework.,play,played,playing,to play,4,to play,allow 人 to do 表示'允许某人做某事'。,,,,,,generated_from_pre2_pattern,,"=IF(T310="""","""",IF(T310=K310,""○"",""×""))",0,0,"=IF(V310=0,"""",W310/V310)",,,未练习,
31,EIKEN Pre-2 Practice Set 31,10,310,短文空所補充,"Last Sunday, Ken and his family went to a small town near the sea. Ken's father wanted to relax, but Ken wanted to do something exciting. They rented bicycles and rode along the beach. At first, Ken was worried because he had not ridden a bike for a long time. However, his sister helped him, and soon he began to enjoy it. Riding bikes was a good way to see many beautiful places.

(Blank) Ken was worried at first because he _____.",could not find his sister,had not ridden a bike for a long time,wanted to go home early,forgot to bring money,2,had not ridden a bike for a long time,本文中说Ken很久没有骑自行车，所以一开始担心。,,,,,,generated_from_pre2_pattern,,"=IF(T311="""","""",IF(T311=K311,""○"",""×""))",0,0,"=IF(V311=0,"""",W311/V311)",,,未练习,
32,EIKEN Pre-2 Practice Set 32,1,311,词汇・熟语四选一,"According to _____, sleep is important.",project,expert,engine,spirit,2,expert,正确答案是 expert，意思是：专家。例句考查：according to experts。,expert,名词,専門家,专家,according to experts,uploaded_vocab_database,,"=IF(T312="""","""",IF(T312=K312,""○"",""×""))",0,0,"=IF(V312=0,"""",W312/V312)",,,未练习,
32,EIKEN Pre-2 Practice Set 32,2,312,词汇・熟语四选一,"In _____, I have already finished it.",fact,condition,Internet,fee,1,fact,正确答案是 fact，意思是：事实。例句考查：in fact。,fact,名词,事実,事实,in fact,uploaded_vocab_database,,"=IF(T313="""","""",IF(T313=K313,""○"",""×""))",0,0,"=IF(V313=0,"""",W313/V313)",,,未练习,
32,EIKEN Pre-2 Practice Set 32,3,313,词汇・熟语四选一,Will you do me a _____?,death,experiment,shortage,favor,4,favor,正确答案是 favor，意思是：帮忙；好意。例句考查：do me a favor。,favor,名词,親切な行為、好意,帮忙；好意,do me a favor,uploaded_vocab_database,,"=IF(T314="""","""",IF(T314=K314,""○"",""×""))",0,0,"=IF(V314=0,"""",W314/V314)",,,未练习,
32,EIKEN Pre-2 Practice Set 32,4,314,词汇・熟语四选一,The school _____ is due next week.,activity,sunlight,spirit,fee,4,fee,正确答案是 fee，意思是：费用；学费。例句考查：school fees。,fee,名词,授業料、料金、謝礼,费用；学费,school fees,uploaded_vocab_database,,"=IF(T315="""","""",IF(T315=K315,""○"",""×""))",0,0,"=IF(V315=0,"""",W315/V315)",,,未练习,
32,EIKEN Pre-2 Practice Set 32,5,315,词汇・熟语四选一,My _____ was delayed by bad weather.,anniversary,flight,resort,advertisement,2,flight,正确答案是 flight，意思是：航班；飞行。例句考查：a delayed flight。,flight,名词,定期航空便、フライト、飛行,航班；飞行,a delayed flight,uploaded_vocab_database,,"=IF(T316="""","""",IF(T316=K316,""○"",""×""))",0,0,"=IF(V316=0,"""",W316/V316)",,,未练习,
32,EIKEN Pre-2 Practice Set 32,6,316,会话补全,"A: You look worried. What's wrong?
B: I can't find my science notebook.
A: _____
B: Thanks. I remember I used it in the classroom.",Let's look for it together.,I don't enjoy science.,The bus will arrive soon.,This notebook is expensive.,1,Let's look for it together.,对方找不到东西时，主动提出一起找最合适。,,,,,,generated_from_pre2_pattern,,"=IF(T317="""","""",IF(T317=K317,""○"",""×""))",0,0,"=IF(V317=0,"""",W317/V317)",,,未练习,
32,EIKEN Pre-2 Practice Set 32,7,317,会话补全,"A: How was your weekend?
B: It was great. I visited my grandparents.
A: _____
B: Yes. We cooked dinner together.",Can I borrow your pencil?,You should be quiet.,Did you have a good time?,Where is my umbrella?,3,Did you have a good time?,B说周末很棒，所以询问是否玩得开心最自然。,,,,,,generated_from_pre2_pattern,,"=IF(T318="""","""",IF(T318=K318,""○"",""×""))",0,0,"=IF(V318=0,"""",W318/V318)",,,未练习,
32,EIKEN Pre-2 Practice Set 32,8,318,语句补全・语法,I decided _____ English for thirty minutes every day.,studied,study,studying,to study,4,to study,decide to do 表示'决定做某事'。,,,,,,generated_from_pre2_pattern,,"=IF(T319="""","""",IF(T319=K319,""○"",""×""))",0,0,"=IF(V319=0,"""",W319/V319)",,,未练习,
32,EIKEN Pre-2 Practice Set 32,9,319,语句补全・语法,She is interested in _____ about animals.,to learn,learn,learned,learning,4,learning,be interested in 后面接名词或动名词。,,,,,,generated_from_pre2_pattern,,"=IF(T320="""","""",IF(T320=K320,""○"",""×""))",0,0,"=IF(V320=0,"""",W320/V320)",,,未练习,
32,EIKEN Pre-2 Practice Set 32,10,320,短文空所補充,"Emma joined the school cooking club this year. At first, she only watched older students cook. One day, the teacher asked her to make soup for the club. Emma was nervous, but she followed the recipe carefully. Everyone said the soup tasted good, so Emma felt more confident.

(Blank) Emma felt more confident because _____.",she bought a new recipe book,everyone liked her soup,the teacher canceled the club,older students stopped cooking,2,everyone liked her soup,大家说汤很好喝，所以她更有信心。,,,,,,generated_from_pre2_pattern,,"=IF(T321="""","""",IF(T321=K321,""○"",""×""))",0,0,"=IF(V321=0,"""",W321/V321)",,,未练习,
33,EIKEN Pre-2 Practice Set 33,1,321,词汇・熟语四选一,The child found a small _____ in the rock.,rest,fee,fossil,director,3,fossil,正确答案是 fossil，意思是：化石。例句考查：the fossil of a dinosaur。,fossil,名词,化石,化石,the fossil of a dinosaur,uploaded_vocab_database,,"=IF(T322="""","""",IF(T322=K322,""○"",""×""))",0,0,"=IF(V322=0,"""",W322/V322)",,,未练习,
33,EIKEN Pre-2 Practice Set 33,2,322,词汇・熟语四选一,Please sit in the _____ of the bus.,front,photograph,height,dentist,1,front,正确答案是 front，意思是：前面；正面。例句考查：in the front of。,front,名词,前部、正面、前線,前面；正面,in the front of,uploaded_vocab_database,,"=IF(T323="""","""",IF(T323=K323,""○"",""×""))",0,0,"=IF(V323=0,"""",W323/V323)",,,未练习,
33,EIKEN Pre-2 Practice Set 33,3,323,词汇・熟语四选一,I want to be a doctor in the _____.,coach,future,engineer,co-worker,2,future,正确答案是 future，意思是：将来；未来。例句考查：in the future。,future,名词,将来、未来,将来；未来,in the future,uploaded_vocab_database,,"=IF(T324="""","""",IF(T324=K324,""○"",""×""))",0,0,"=IF(V324=0,"""",W324/V324)",,,未练习,
33,EIKEN Pre-2 Practice Set 33,4,324,词汇・熟语四选一,She has a special _____ for music.,war,gift,army,rug,2,gift,正确答案是 gift，意思是：才能；礼物。例句考查：a special gift for music。,gift,名词,才能、贈り物,才能；礼物,a special gift for music,uploaded_vocab_database,,"=IF(T325="""","""",IF(T325=K325,""○"",""×""))",0,0,"=IF(V325=0,"""",W325/V325)",,,未练习,
33,EIKEN Pre-2 Practice Set 33,5,325,词汇・熟语四选一,The _____ announced a new plan.,expert,appointment,center,government,4,government,正确答案是 government，意思是：政府。例句考查：a central government。,government,名词,政府,政府,a central government,uploaded_vocab_database,,"=IF(T326="""","""",IF(T326=K326,""○"",""×""))",0,0,"=IF(V326=0,"""",W326/V326)",,,未练习,
33,EIKEN Pre-2 Practice Set 33,6,326,会话补全,"A: May I use your dictionary for a minute?
B: Sure. _____
A: Thanks. I'll give it back soon.",Here you are.,That's too far.,It sounds dangerous.,I missed the train.,1,Here you are.,借东西时递给对方用 Here you are。,,,,,,generated_from_pre2_pattern,,"=IF(T327="""","""",IF(T327=K327,""○"",""×""))",0,0,"=IF(V327=0,"""",W327/V327)",,,未练习,
33,EIKEN Pre-2 Practice Set 33,7,327,会话补全,"A: I'm sorry I'm late. The bus was crowded.
B: That's all right. _____
A: Good. Let's start our homework.",We still have enough time.,I have never seen a bus.,The weather was very hot.,This cake tastes sweet.,1,We still have enough time.,对方迟到时，说明还有时间，符合上下文。,,,,,,generated_from_pre2_pattern,,"=IF(T328="""","""",IF(T328=K328,""○"",""×""))",0,0,"=IF(V328=0,"""",W328/V328)",,,未练习,
33,EIKEN Pre-2 Practice Set 33,8,328,语句补全・语法,This book is easy enough for children _____.,reads,reading,read,to read,4,to read,形容词 + enough + to do。,,,,,,generated_from_pre2_pattern,,"=IF(T329="""","""",IF(T329=K329,""○"",""×""))",0,0,"=IF(V329=0,"""",W329/V329)",,,未练习,
33,EIKEN Pre-2 Practice Set 33,9,329,语句补全・语法,I spent two hours _____ my room yesterday.,cleaning,to clean,clean,cleaned,1,cleaning,spend time doing 表示'花时间做某事'。,,,,,,generated_from_pre2_pattern,,"=IF(T330="""","""",IF(T330=K330,""○"",""×""))",0,0,"=IF(V330=0,"""",W330/V330)",,,未练习,
33,EIKEN Pre-2 Practice Set 33,10,330,短文空所補充,"Tom usually went to school by bus. However, the bus was late many times this month. His friend told him that riding a bicycle would be faster. Tom tried it on Monday and arrived at school ten minutes earlier than usual. Now he rides his bike when the weather is good.

(Blank) Tom started riding his bike because _____.",the bus was often late,he disliked his friend,he wanted a new helmet,his school moved far away,1,the bus was often late,公交经常迟到，所以他尝试骑自行车。,,,,,,generated_from_pre2_pattern,,"=IF(T331="""","""",IF(T331=K331,""○"",""×""))",0,0,"=IF(V331=0,"""",W331/V331)",,,未练习,
34,EIKEN Pre-2 Practice Set 34,1,331,词汇・熟语四选一,She got a good _____ on the test.,engine,luck,conversation,grade,4,grade,正确答案是 grade，意思是：成绩；年级；等级。例句考查：get a good grade。,grade,名词,成績、学年、等級,成绩；年级；等级,get a good grade,uploaded_vocab_database,,"=IF(T332="""","""",IF(T332=K332,""○"",""×""))",0,0,"=IF(V332=0,"""",W332/V332)",,,未练习,
34,EIKEN Pre-2 Practice Set 34,2,332,词汇・熟语四选一,She got a job soon after _____.,graduation,distance,data,rug,1,graduation,正确答案是 graduation，意思是：毕业；毕业典礼。例句考查：after graduation。,graduation,名词,卒業、卒業式,毕业；毕业典礼,after graduation,uploaded_vocab_database,,"=IF(T333="""","""",IF(T333=K333,""○"",""×""))",0,0,"=IF(V333=0,"""",W333/V333)",,,未练习,
34,EIKEN Pre-2 Practice Set 34,3,333,词汇・熟语四选一,I visited my _____ last weekend.,grandparent,explorer,beauty,calcium,1,grandparent,正确答案是 grandparent，意思是：祖父母。例句考查：visit grandparents。,grandparent,名词,祖父、祖母,祖父母,visit grandparents,uploaded_vocab_database,,"=IF(T334="""","""",IF(T334=K334,""○"",""×""))",0,0,"=IF(V334=0,"""",W334/V334)",,,未练习,
34,EIKEN Pre-2 Practice Set 34,4,334,词汇・熟语四选一,We welcomed a _____ from Canada.,guest,wallet,avenue,freedom,1,guest,正确答案是 guest，意思是：客人；来宾。例句考查：a hotel guest。,guest,名词,客、宿泊客、招待客,客人；来宾,a hotel guest,uploaded_vocab_database,,"=IF(T335="""","""",IF(T335=K335,""○"",""×""))",0,0,"=IF(V335=0,"""",W335/V335)",,,未练习,
34,EIKEN Pre-2 Practice Set 34,5,335,词汇・熟语四选一,Exercise is good for your _____.,address,dormitory,uniform,health,4,health,正确答案是 health，意思是：健康；健康状况。例句考查：be in good health。,health,名词,健康、健康状態,健康；健康状况,be in good health,uploaded_vocab_database,,"=IF(T336="""","""",IF(T336=K336,""○"",""×""))",0,0,"=IF(V336=0,"""",W336/V336)",,,未练习,
34,EIKEN Pre-2 Practice Set 34,6,336,会话补全,"A: I got a new bike yesterday.
B: Really? _____
A: Blue. It's my favorite color.",When is the test?,How old is your sister?,What color is it?,Why did you open the window?,3,What color is it?,回答是Blue，所以问题应问颜色。,,,,,,generated_from_pre2_pattern,,"=IF(T337="""","""",IF(T337=K337,""○"",""×""))",0,0,"=IF(V337=0,"""",W337/V337)",,,未练习,
